code,site,location,landuse,species,abundance,biomass
VB181,AE,Houthulst,Grassland,Lumbricus_rubellus,1,1.72
VB181,AE,Houthulst,Grassland,Aporrectodea_rosea,1,0.24
VB181,AE,Houthulst,Grassland,broken,11,3.18
VB181,AE,Houthulst,Grassland,head,2,NA
VB181,AE,Houthulst,Grassland,juvenile_pigment,2,0.57
VB181,AE,Houthulst,Grassland,juvenile_nopigment,7,1.01
VB183,AE,Houthulst,Grassland,Aporrectodea_caliginosa,3,1.58
VB183,AE,Houthulst,Grassland,Aporrectodea_rosea,2,0.23
VB183,AE,Houthulst,Grassland,juvenile_nopigment,13,2.13
VB183,AE,Houthulst,Grassland,juvenile_pigment,5,0.33
VB185,AE,Houthulst,Grassland,juvenile_nopigment,8,0.67
VB185,AE,Houthulst,Grassland,Aporrectodea_caliginosa,2,0.88
VB185,AE,Houthulst,Grassland,broken,5,1.76
VB185,AE,Houthulst,Grassland,juvenile_pigment,3,0.33
VB185,AE,Houthulst,Grassland,Aporrectodea_rosea,6,1.01
VB185,AE,Houthulst,Grassland,Lumbricus_terrestris,1,1.38
VB187,AF,Houthulst,Forest,empty,NA,NA
VB189,AF,Houthulst,Forest,Aporrectodea_caliginosa,2,1.13
VB189,AF,Houthulst,Forest,juvenile_pigment,2,NA
VB191,AF,Houthulst,Forest,Dendrobaena_octaedra,1,0.08
VB193,AG,Houthulst,Arable_field,Allolobophora_chlorotica,6,1.27
VB193,AG,Houthulst,Arable_field,Aporrectodea_caliginosa,1,0.35
VB193,AG,Houthulst,Arable_field,juvenile_pigment,3,0.75
VB193,AG,Houthulst,Arable_field,juvenile_nopigment,11,1.21
VB193,AG,Houthulst,Arable_field,broken,3,0.21
VB193,AG,Houthulst,Arable_field,head,1,NA
VB195,AG,Houthulst,Arable_field,Allolobophora_chlorotica,6,1.26
VB195,AG,Houthulst,Arable_field,Aporrectodea_caliginosa,1,0.35
VB195,AG,Houthulst,Arable_field,juvenile_pigment,2,0.45
VB195,AG,Houthulst,Arable_field,juvenile_nopigment,11,1.2
VB195,AG,Houthulst,Arable_field,broken,3,0.21
VB197,AG,Houthulst,Arable_field,Allolobophora_chlorotica,1,0.17
VB197,AG,Houthulst,Arable_field,Aporrectodea_caliginosa,2,1.08
VB197,AG,Houthulst,Arable_field,Lumbricus_terrestris,1,1.51
VB197,AG,Houthulst,Arable_field,broken,1,0.32
VB197,AG,Houthulst,Arable_field,juvenile_pigment,1,0.11
VB197,AG,Houthulst,Arable_field,juvenile_nopigment,6,0.87
VB199,AH,Rijswijk,Grassland,Aporrectodea_caliginosa,4,1.77
VB199,AH,Rijswijk,Grassland,Lumbricus_rubellus,4,3.33
VB199,AH,Rijswijk,Grassland,Allolobophora_chlorotica,7,1.52
VB199,AH,Rijswijk,Grassland,broken,10,0.58
VB199,AH,Rijswijk,Grassland,head,1,NA
VB199,AH,Rijswijk,Grassland,juvenile_pigment,7,0.58
VB199,AH,Rijswijk,Grassland,juvenile_nopigment,47,3.68
VB201,AH,Rijswijk,Grassland,juvenile_nopigment,32,2.45
VB201,AH,Rijswijk,Grassland,Allolobophora_chlorotica,10,1.84
VB201,AH,Rijswijk,Grassland,broken,5,0.47
VB201,AH,Rijswijk,Grassland,Aporrectodea_caliginosa,3,0.99
VB201,AH,Rijswijk,Grassland,juvenile_pigment,6,0.66
VB201,AH,Rijswijk,Grassland,Lumbricus_rubellus,3,1.35
VB203,AH,Rijswijk,Grassland,Allolobophora_chlorotica,2,0.36
VB203,AH,Rijswijk,Grassland,juvenile_nopigment,28,3.33
VB203,AH,Rijswijk,Grassland,juvenile_pigment,9,2.07
VB203,AH,Rijswijk,Grassland,broken,8,0.72
VB203,AH,Rijswijk,Grassland,Aporrectodea_caliginosa,15,4.62
VB203,AH,Rijswijk,Grassland,Aporrectodea_rosea,2,0.22
VB205,AI,Rijswijk,Food_forest,Allolobophora_chlorotica,5,0.64
VB205,AI,Rijswijk,Food_forest,broken,17,1.88
VB205,AI,Rijswijk,Food_forest,juvenile_nopigment,37,3.24
VB205,AI,Rijswijk,Food_forest,juvenile_pigment,15,1.71
VB205,AI,Rijswijk,Food_forest,Aporrectodea_rosea,5,0.64
VB205,AI,Rijswijk,Food_forest,Lumbricus_rubellus,8,3.84
VB205,AI,Rijswijk,Food_forest,Lumbricus_castaneus,1,0.1
VB205,AI,Rijswijk,Food_forest,Aporrectodea_caliginosa,11,2.95
VB207,AI,Rijswijk,Food_forest,Aporrectodea_rosea,3,0.45
VB207,AI,Rijswijk,Food_forest,Lumbricus_rubellus,1,0.48
VB207,AI,Rijswijk,Food_forest,broken,19,1.43
VB207,AI,Rijswijk,Food_forest,Lumbricus_castaneus,9,1.28
VB207,AI,Rijswijk,Food_forest,Aporrectodea_caliginosa,7,2.09
VB207,AI,Rijswijk,Food_forest,Allolobophora_chlorotica,11,1.71
VB207,AI,Rijswijk,Food_forest,Eiseniella_tetraedra,1,0.03
VB207,AI,Rijswijk,Food_forest,juvenile_nopigment,33,1.84
VB207,AI,Rijswijk,Food_forest,juvenile_pigment,21,3.14
VB209,AI,Rijswijk,Food_forest,Lumbricus_castaneus,5,0.77
VB209,AI,Rijswijk,Food_forest,Lumbricus_rubellus,3,1.68
VB209,AI,Rijswijk,Food_forest,juvenile_pigment,11,2.44
VB209,AI,Rijswijk,Food_forest,juvenile_nopigment,41,4.98
VB209,AI,Rijswijk,Food_forest,Aporrectodea_caliginosa,7,2.52
VB209,AI,Rijswijk,Food_forest,Allolobophora_chlorotica,1,0.13
VB209,AI,Rijswijk,Food_forest,Aporrectodea_rosea,4,0.57
VB209,AI,Rijswijk,Food_forest,broken,17,2.18
VB211,AJ,Rijswijk,Arable_field,Lumbricus_rubellus,1,0.26
VB211,AJ,Rijswijk,Arable_field,Allolobophora_chlorotica,4,0.88
VB211,AJ,Rijswijk,Arable_field,broken,4,0.39
VB211,AJ,Rijswijk,Arable_field,juvenile_nopigment,24,2.77
VB211,AJ,Rijswijk,Arable_field,juvenile_pigment,30,2.61
VB211,AJ,Rijswijk,Arable_field,Aporrectodea_caliginosa,22,10.8
VB213,AJ,Rijswijk,Arable_field,juvenile_pigment,23,1.88
VB213,AJ,Rijswijk,Arable_field,broken,8,0.58
VB213,AJ,Rijswijk,Arable_field,head,2,NA
VB213,AJ,Rijswijk,Arable_field,Aporrectodea_caliginosa,15,6.57
VB213,AJ,Rijswijk,Arable_field,juvenile_nopigment,13,1.67
VB215,AJ,Rijswijk,Arable_field,Allolobophora_chlorotica,1,0.26
VB215,AJ,Rijswijk,Arable_field,broken,4,0.31
VB215,AJ,Rijswijk,Arable_field,juvenile_pigment,18,2.18
VB215,AJ,Rijswijk,Arable_field,juvenile_nopigment,12,1.51
VB215,AJ,Rijswijk,Arable_field,Aporrectodea_caliginosa,19,8.47
VB215,AJ,Rijswijk,Arable_field,Eiseniella_tetraedra,1,0.05
VB217,AK,Rijswijk,Forest,Aporrectodea_rosea,1,0.1
VB217,AK,Rijswijk,Forest,Aporrectodea_caliginosa,9,3.24
VB217,AK,Rijswijk,Forest,broken,6,0.82
VB217,AK,Rijswijk,Forest,juvenile_pigment,1,0
VB217,AK,Rijswijk,Forest,juvenile_nopigment,19,2.66
VB219,AK,Rijswijk,Forest,Aporrectodea_caliginosa,6,2.68
VB219,AK,Rijswijk,Forest,broken,2,0.29
VB219,AK,Rijswijk,Forest,juvenile_nopigment,3,0.28
VB219,AK,Rijswijk,Forest,juvenile_pigment,4,0.75
VB221,AK,Rijswijk,Forest,broken,7,1.73
VB221,AK,Rijswijk,Forest,Aporrectodea_caliginosa,5,2.09
VB221,AK,Rijswijk,Forest,juvenile_pigment,3,0.76
VB221,AK,Rijswijk,Forest,juvenile_nopigment,3,0.2
VB221,AK,Rijswijk,Forest,Lumbricus_terrestris,3,10.58
VB223,AL,Oostwaard,Grassland,broken,15,0.33
VB223,AL,Oostwaard,Grassland,Allolobophora_chlorotica,3,0.47
VB223,AL,Oostwaard,Grassland,Aporrectodea_caliginosa,12,4.31
VB223,AL,Oostwaard,Grassland,Lumbricus_rubellus,3,1.48
VB223,AL,Oostwaard,Grassland,Aporrectodea_rosea,6,1.01
VB223,AL,Oostwaard,Grassland,juvenile_nopigment,35,3.7
VB223,AL,Oostwaard,Grassland,juvenile_pigment,30,3.21
VB225,AL,Oostwaard,Grassland,juvenile_pigment,41,3.18
VB225,AL,Oostwaard,Grassland,juvenile_nopigment,92,9.84
VB225,AL,Oostwaard,Grassland,Lumbricus_rubellus,2,0.9
VB225,AL,Oostwaard,Grassland,Aporrectodea_caliginosa,11,3.65
VB225,AL,Oostwaard,Grassland,Aporrectodea_rosea,4,0.77
VB225,AL,Oostwaard,Grassland,Allolobophora_chlorotica,2,0.31
VB225,AL,Oostwaard,Grassland,Aporrectodea_limicola,4,1.61
VB225,AL,Oostwaard,Grassland,broken,11,1.28
VB227,AL,Oostwaard,Grassland,juvenile_nopigment,99,4.31
VB227,AL,Oostwaard,Grassland,juvenile_pigment,22,1.15
VB227,AL,Oostwaard,Grassland,Aporrectodea_caliginosa,4,1.16
VB227,AL,Oostwaard,Grassland,Aporrectodea_rosea,8,1.65
VB227,AL,Oostwaard,Grassland,Allolobophora_chlorotica,1,0.1
VB227,AL,Oostwaard,Grassland,Lumbricus_rubellus,2,0.83
VB227,AL,Oostwaard,Grassland,broken,18,0.66
VB227,AL,Oostwaard,Grassland,Satchellius_mammalis,1,0.11
VB229,AM,Oostwaard,Forest,juvenile_pigment,4,0.25
VB229,AM,Oostwaard,Forest,broken,1,0.04
VB229,AM,Oostwaard,Forest,Aporrectodea_rosea,2,0.32
VB229,AM,Oostwaard,Forest,juvenile_nopigment,8,0.89
VB229,AM,Oostwaard,Forest,Allolobophora_chlorotica,8,1.78
VB231,AM,Oostwaard,Forest,Aporrectodea_rosea,1,0.05
VB231,AM,Oostwaard,Forest,Allolobophora_chlorotica,1,0.3
VB231,AM,Oostwaard,Forest,broken,4,0.54
VB231,AM,Oostwaard,Forest,juvenile_nopigment,27,2.42
VB231,AM,Oostwaard,Forest,Aporrectodea_limicola,1,0.23
VB233,AM,Oostwaard,Forest,broken,8,1.88
VB233,AM,Oostwaard,Forest,juvenile_nopigment,33,4.41
VB233,AM,Oostwaard,Forest,juvenile_pigment,5,0.14
VB233,AM,Oostwaard,Forest,Aporrectodea_caliginosa,10,2.75
VB233,AM,Oostwaard,Forest,Aporrectodea_rosea,2,0.24
VB233,AM,Oostwaard,Forest,Lumbricus_terrestris,3,6.85
VB233,AM,Oostwaard,Forest,Aporrectodea_longa,2,3.65
VB233,AM,Oostwaard,Forest,Allolobophora_chlorotica,1,0.16
VB235,AN,Oostwaard,Food_forest,Lumbricus_castaneus,1,0.1
VB235,AN,Oostwaard,Food_forest,juvenile_nopigment,2,0.24
VB235,AN,Oostwaard,Food_forest,Aporrectodea_caliginosa,1,0.69
VB237,AN,Oostwaard,Food_forest,broken,9,0.63
VB237,AN,Oostwaard,Food_forest,juvenile_pigment,5,0.37
VB237,AN,Oostwaard,Food_forest,juvenile_nopigment,21,1.68
VB237,AN,Oostwaard,Food_forest,Aporrectodea_caliginosa,3,0.57
VB237,AN,Oostwaard,Food_forest,Aporrectodea_limicola,1,0.14
VB237,AN,Oostwaard,Food_forest,Aporrectodea_rosea,1,0.07
VB239,AN,Oostwaard,Food_forest,Aporrectodea_rosea,1,0.07
VB239,AN,Oostwaard,Food_forest,Aporrectodea_limicola,4,1.08
VB239,AN,Oostwaard,Food_forest,Aporrectodea_caliginosa,2,0.63
VB239,AN,Oostwaard,Food_forest,broken,10,1.09
VB239,AN,Oostwaard,Food_forest,head,3,NA
VB239,AN,Oostwaard,Food_forest,Lumbricus_rubellus,2,0.73
VB239,AN,Oostwaard,Food_forest,juvenile_pigment,17,1.35
VB239,AN,Oostwaard,Food_forest,juvenile_nopigment,39,4.37
VB241,AO,Etten-Leur,Food_forest,Bimastos_rubidus,4,0.39
VB241,AO,Etten-Leur,Food_forest,Aporrectodea_caliginosa,1,0.25
VB241,AO,Etten-Leur,Food_forest,Aporrectodea_rosea,1,0.09
VB241,AO,Etten-Leur,Food_forest,broken,4,0.17
VB241,AO,Etten-Leur,Food_forest,juvenile_nopigment,9,0.82
VB241,AO,Etten-Leur,Food_forest,juvenile_pigment,4,0.12
VB243,AO,Etten-Leur,Food_forest,broken,4,0.91
VB243,AO,Etten-Leur,Food_forest,head,1,NA
VB243,AO,Etten-Leur,Food_forest,juvenile_pigment,7,0.76
VB243,AO,Etten-Leur,Food_forest,juvenile_nopigment,1,0
VB243,AO,Etten-Leur,Food_forest,Lumbricus_castaneus,1,0.11
VB243,AO,Etten-Leur,Food_forest,Bimastos_rubidus,3,0.4
VB245,AO,Etten-Leur,Food_forest,Lumbricus_rubellus,1,1.58
VB245,AO,Etten-Leur,Food_forest,Aporrectodea_caliginosa,5,1.69
VB245,AO,Etten-Leur,Food_forest,broken,2,0.38
VB245,AO,Etten-Leur,Food_forest,juvenile_nopigment,2,0.62
VB247,AP,Etten-Leur,Grassland,Lumbricus_terrestris,1,2.75
VB247,AP,Etten-Leur,Grassland,Lumbricus_castaneus,1,0.55
VB247,AP,Etten-Leur,Grassland,Allolobophora_chlorotica,6,1.33
VB247,AP,Etten-Leur,Grassland,Aporrectodea_caliginosa,16,5.12
VB247,AP,Etten-Leur,Grassland,Aporrectodea_rosea,1,0.18
VB247,AP,Etten-Leur,Grassland,juvenile_pigment,22,4.44
VB247,AP,Etten-Leur,Grassland,juvenile_nopigment,4,0.13
VB249,AP,Etten-Leur,Grassland,broken,4,1.11
VB249,AP,Etten-Leur,Grassland,head,1,NA
VB249,AP,Etten-Leur,Grassland,Aporrectodea_rosea,1,0.19
VB249,AP,Etten-Leur,Grassland,Aporrectodea_caliginosa,6,2.6
VB249,AP,Etten-Leur,Grassland,juvenile_pigment,1,0.26
VB249,AP,Etten-Leur,Grassland,Allolobophora_chlorotica,5,1.13
VB249,AP,Etten-Leur,Grassland,Lumbricus_terrestris,1,5.43
VB249,AP,Etten-Leur,Grassland,juvenile_nopigment,21,3.99
VB251,AP,Etten-Leur,Grassland,Aporrectodea_caliginosa,2,0.92
VB251,AP,Etten-Leur,Grassland,juvenile_pigment,5,1.61
VB251,AP,Etten-Leur,Grassland,juvenile_nopigment,8,1.63
VB253,AQ,Etten-Leur,Forest,Lumbricus_rubellus,2,1.99
VB253,AQ,Etten-Leur,Forest,broken,2,0.7
VB253,AQ,Etten-Leur,Forest,juvenile_nopigment,8,1.01
VB253,AQ,Etten-Leur,Forest,Aporrectodea_caliginosa,3,1.9
VB255,AQ,Etten-Leur,Forest,Aporrectodea_caliginosa,2,1.84
VB255,AQ,Etten-Leur,Forest,juvenile_nopigment,2,0.75
VB257,AQ,Etten-Leur,Forest,broken,3,0.41
VB257,AQ,Etten-Leur,Forest,juvenile_nopigment,3,1.15
VB257,AQ,Etten-Leur,Forest,juvenile_pigment,1,0.06
VB257,AQ,Etten-Leur,Forest,Aporrectodea_caliginosa,5,3.77
VB257,AQ,Etten-Leur,Forest,Allolobophora_chlorotica,4,0.84
VB257,AQ,Etten-Leur,Forest,Lumbricus_rubellus,2,1.17
VB259,AR,Etten-Leur,Arable_field,broken,5,0.45
VB259,AR,Etten-Leur,Arable_field,Aporrectodea_caliginosa,4,2.3
VB259,AR,Etten-Leur,Arable_field,Allolobophora_chlorotica,5,0.7
VB259,AR,Etten-Leur,Arable_field,juvenile_pigment,1,0.33
VB259,AR,Etten-Leur,Arable_field,juvenile_nopigment,11,1.23
VB261,AR,Etten-Leur,Arable_field,Aporrectodea_caliginosa,1,0.88
VB261,AR,Etten-Leur,Arable_field,Allolobophora_chlorotica,2,0.56
VB261,AR,Etten-Leur,Arable_field,juvenile_nopigment,4,0.4
VB263,AR,Etten-Leur,Arable_field,juvenile_pigment,1,0.35
VB263,AR,Etten-Leur,Arable_field,Allolobophora_chlorotica,2,0.26
VB263,AR,Etten-Leur,Arable_field,Aporrectodea_caliginosa,1,0.32
VB263,AR,Etten-Leur,Arable_field,broken,2,0.18
VB265,AS,Malden,Grassland,juvenile_pigment,13,2.05
VB265,AS,Malden,Grassland,Aporrectodea_caliginosa,11,5.31
VB265,AS,Malden,Grassland,juvenile_nopigment,32,4.68
VB265,AS,Malden,Grassland,Aporrectodea_rosea,1,0.28
VB265,AS,Malden,Grassland,Lumbricus_rubellus,3,1.74
VB265,AS,Malden,Grassland,broken,12,2.19
VB267,AS,Malden,Grassland,Aporrectodea_caliginosa,1,0.42
VB267,AS,Malden,Grassland,Lumbricus_terrestris,1,1.62
VB267,AS,Malden,Grassland,Lumbricus_rubellus,1,0.93
VB267,AS,Malden,Grassland,Aporrectodea_rosea,3,0.43
VB267,AS,Malden,Grassland,broken,7,0.93
VB267,AS,Malden,Grassland,juvenile_nopigment,34,3.7
VB267,AS,Malden,Grassland,juvenile_pigment,10,3.29
VB269,AS,Malden,Grassland,juvenile_nopigment,22,2.78
VB269,AS,Malden,Grassland,Aporrectodea_caliginosa,1,1.22
VB269,AS,Malden,Grassland,Aporrectodea_rosea,2,0.53
VB269,AS,Malden,Grassland,juvenile_pigment,6,3.45
VB269,AS,Malden,Grassland,Lumbricus_terrestris,1,3.33
VB271,AT,Malden,Food_forest,broken,1,0.14
VB271,AT,Malden,Food_forest,juvenile_pigment,4,0.55
VB273,AT,Malden,Food_forest,juvenile_nopigment,14,1.1
VB273,AT,Malden,Food_forest,juvenile_pigment,4,0.83
VB273,AT,Malden,Food_forest,Aporrectodea_caliginosa,5,1.53
VB273,AT,Malden,Food_forest,Lumbricus_terrestris,2,4.8
VB273,AT,Malden,Food_forest,Aporrectodea_rosea,1,0.19
VB273,AT,Malden,Food_forest,broken,9,0.95
VB275,AT,Malden,Food_forest,Lumbricus_terrestris,1,2.39
VB275,AT,Malden,Food_forest,juvenile_nopigment,5,0.31
VB275,AT,Malden,Food_forest,juvenile_pigment,3,1.04
VB275,AT,Malden,Food_forest,Aporrectodea_caliginosa,1,0.84
VB275,AT,Malden,Food_forest,broken,4,0.12
VB277,AU,Malden,Forest,empty,NA,NA
VB279,AU,Malden,Forest,empty,NA,NA
VB281,AU,Malden,Forest,empty,NA,NA
VB283,AV,Malden,Arable_field,Aporrectodea_caliginosa,1,0.93
VB283,AV,Malden,Arable_field,Allolobophora_chlorotica,1,0.24
VB283,AV,Malden,Arable_field,Aporrectodea_rosea,1,0.27
VB283,AV,Malden,Arable_field,juvenile_pigment,2,0.4
VB283,AV,Malden,Arable_field,juvenile_nopigment,3,0.32
VB285,AV,Malden,Arable_field,broken,1,1.54
VB285,AV,Malden,Arable_field,Allolobophora_chlorotica,4,1.07
VB285,AV,Malden,Arable_field,juvenile_nopigment,8,1.36
VB287,AV,Malden,Arable_field,Aporrectodea_rosea,2,0.48
VB287,AV,Malden,Arable_field,Aporrectodea_caliginosa,4,1.1
VB287,AV,Malden,Arable_field,Allolobophora_chlorotica,2,0.53
VB287,AV,Malden,Arable_field,Octolasion_cyaneum,1,2.38
VB287,AV,Malden,Arable_field,juvenile_nopigment,26,3.76
VB287,AV,Malden,Arable_field,juvenile_pigment,1,NA
VB287,AV,Malden,Arable_field,broken,2,0.35
VB289,AW,Vaassen,Forest,empty,NA,NA
VB291,AW,Vaassen,Forest,empty,NA,NA
VB293,AW,Vaassen,Forest,empty,NA,NA
VB295,AX,Vaassen,Food_forest,Dendrobaena_pygmaea,1,0
VB295,AX,Vaassen,Food_forest,Aporrectodea_caliginosa,1,0.78
VB295,AX,Vaassen,Food_forest,juvenile_pigment,6,0.45
VB295,AX,Vaassen,Food_forest,Allolobophora_chlorotica,1,0.36
VB295,AX,Vaassen,Food_forest,Lumbricus_castaneus,14,2.11
VB295,AX,Vaassen,Food_forest,broken,3,0.66
VB297,AX,Vaassen,Food_forest,Lumbricus_castaneus,1,0.11
VB297,AX,Vaassen,Food_forest,juvenile_pigment,6,0.53
VB297,AX,Vaassen,Food_forest,juvenile_nopigment,1,0.08
VB297,AX,Vaassen,Food_forest,Aporrectodea_limicola,1,0.42
VB299,AX,Vaassen,Food_forest,Aporrectodea_caliginosa,6,6.07
VB299,AX,Vaassen,Food_forest,Lumbricus_castaneus,1,0.33
VB299,AX,Vaassen,Food_forest,juvenile_nopigment,2,0.29
VB299,AX,Vaassen,Food_forest,juvenile_pigment,5,0.41
VB301,AY,Vaassen,Grassland,Aporrectodea_caliginosa,6,4.58
VB301,AY,Vaassen,Grassland,Lumbricus_rubellus,1,0.76
VB301,AY,Vaassen,Grassland,broken,6,0.81
VB301,AY,Vaassen,Grassland,juvenile_nopigment,41,7.98
VB303,AY,Vaassen,Grassland,broken,11,2.51
VB303,AY,Vaassen,Grassland,head,1,NA
VB303,AY,Vaassen,Grassland,juvenile_nopigment,36,7.83
VB303,AY,Vaassen,Grassland,Aporrectodea_caliginosa,3,2.5
VB305,AY,Vaassen,Grassland,juvenile_nopigment,47,10.24
VB305,AY,Vaassen,Grassland,broken,4,0.81
VB305,AY,Vaassen,Grassland,Aporrectodea_caliginosa,9,6.7
VB305,AY,Vaassen,Grassland,juvenile_pigment,1,1.26
VB307,AZ,Vaassen,Arable_field,broken,3,0.89
VB307,AZ,Vaassen,Arable_field,juvenile_pigment,3,0.38
VB307,AZ,Vaassen,Arable_field,juvenile_nopigment,6,0.66
VB307,AZ,Vaassen,Arable_field,Aporrectodea_caliginosa,6,4.52
VB309,AZ,Vaassen,Arable_field,Aporrectodea_caliginosa,10,8.47
VB309,AZ,Vaassen,Arable_field,broken,6,2.74
VB309,AZ,Vaassen,Arable_field,head,1,NA
VB309,AZ,Vaassen,Arable_field,juvenile_pigment,1,0.05
VB309,AZ,Vaassen,Arable_field,juvenile_nopigment,3,1.27
VB311,AZ,Vaassen,Arable_field,broken,3,0.86
VB311,AZ,Vaassen,Arable_field,Aporrectodea_caliginosa,4,3.47
VB311,AZ,Vaassen,Arable_field,juvenile_nopigment,8,2.4
VB311,AZ,Vaassen,Arable_field,juvenile_pigment,1,0.1
VB047,H,Boelenslaan,Food_forest,Aporrectodea_caliginosa,5,2.62
VB047,H,Boelenslaan,Food_forest,Allolobophora_chlorotica,5,1.44
VB047,H,Boelenslaan,Food_forest,juvenile_pigment,4,1.02
VB047,H,Boelenslaan,Food_forest,Lumbricus_rubellus,2,1.03
VB047,H,Boelenslaan,Food_forest,juvenile_nopigment,7,2.15
VB047,H,Boelenslaan,Food_forest,Dendrobaena_octaedra,1,0.06
VB047,H,Boelenslaan,Food_forest,broken,1,0.08
VB057,J,Boelenslaan,Food_forest,juvenile_pigment,2,0.08
VB057,J,Boelenslaan,Food_forest,Lumbricus_rubellus,1,0.12
VB059,J,Boelenslaan,Food_forest,Bimastos_rubidus,1,0.05
VB059,J,Boelenslaan,Food_forest,juvenile_nopigment,6,0.26
VB059,J,Boelenslaan,Food_forest,juvenile_pigment,1,0.01
VB059,J,Boelenslaan,Food_forest,Dendrobaena_octaedra,2,0.13
VB045,H,Boelenslaan,Food_forest,Lumbricus_rubellus,1,0.88
VB045,H,Boelenslaan,Food_forest,Aporrectodea_caliginosa,1,0.64
VB045,H,Boelenslaan,Food_forest,broken,1,0.13
VB045,H,Boelenslaan,Food_forest,juvenile_pigment,2,0.36
VB045,H,Boelenslaan,Food_forest,juvenile_nopigment,2,0.3
VB055,J,Boelenslaan,Food_forest,broken,1,0.2
VB055,J,Boelenslaan,Food_forest,juvenile_pigment,1,NA
VB043,H,Boelenslaan,Food_forest,Dendrobaena_octaedra,1,0.05
VB043,H,Boelenslaan,Food_forest,Lumbricus_rubellus,1,0.4
VB043,H,Boelenslaan,Food_forest,broken,1,0.05
VB043,H,Boelenslaan,Food_forest,Octolasion_cyaneum,1,0.74
VB099,Q,Sint-Truiden,Forest,empty,NA,NA
